inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	0.70	0.70	-0.40	0.70
inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	0.70	0.70	0.70	0.70
inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	-0.40	0.70	0.70	0.70
inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	inf	0.70	0.70	0.70	0.00
inf	inf	inf	inf	inf	inf	inf	inf	-0.00	-0.00	-1.10	-0.00	inf	inf	inf	inf
inf	inf	inf	inf	inf	inf	inf	inf	-0.00	-0.00	-0.00	-0.00	inf	inf	inf	inf
inf	inf	inf	inf	inf	inf	inf	inf	-1.10	-0.00	-0.00	-0.00	inf	inf	inf	inf
inf	inf	inf	inf	inf	inf	inf	inf	-0.00	-0.00	-0.00	-0.70	inf	inf	inf	inf
inf	inf	inf	inf	-0.00	-0.00	-1.10	-0.00	inf	inf	inf	inf	0.70	0.70	-0.40	0.70
inf	inf	inf	inf	-0.00	-0.00	-0.00	-0.00	inf	inf	inf	inf	0.70	0.70	0.70	0.70
inf	inf	inf	inf	-1.10	-0.00	-0.00	-0.00	inf	inf	inf	inf	-0.40	0.70	0.70	0.70
inf	inf	inf	inf	-0.00	-0.00	-0.00	-0.70	inf	inf	inf	inf	0.70	0.70	0.70	0.00
0.70	0.70	-0.40	0.70	inf	inf	inf	inf	0.70	0.70	-0.40	0.70	inf	inf	inf	inf
0.70	0.70	0.70	0.70	inf	inf	inf	inf	0.70	0.70	0.70	0.70	inf	inf	inf	inf
-0.40	0.70	0.70	0.70	inf	inf	inf	inf	-0.40	0.70	0.70	0.70	inf	inf	inf	inf
0.70	0.70	0.70	0.00	inf	inf	inf	inf	0.70	0.70	0.70	0.00	inf	inf	inf	inf
